"whrswk","hhi","whi","hhi2","education","race","hispanic","experience","kidslt6","kids618","husby","region"
"40","no","yes","no","13-15years","white","no","4","0","0","21","south"
"0","yes","no","yes","12years","white","no","43","0","0","16.57","south"
"40","no","yes","yes","12years","white","no","10","1","1","42","south"
"0","no","no","no",">16years","white","no","19","0","3","60","south"
"20","yes","no","yes","16years","white","no","17","0","2","60","south"
"0","no","yes","yes","12years","white","no","41","0","0","0","south"
"45","no","no","no",">16years","white","no","25","1","0","99.999","south"
"45","no","yes","no",">16years","white","no","20","2","0","12.5","south"
"37","no","yes","no","13-15years","white","no","24","1","1","1.583","south"
"38","no","no","no","<9years","white","yes","9","1","0","0","south"
"20","no","no","yes","12years","black","no","27","0","0","20.634","south"
"40","yes","yes","yes",">16years","white","yes","21","0","0","57.3","south"
"40","no","yes","yes","16years","white","no","4","0","0","55","south"
"40","no","no","no","13-15years","black","no","14","1","0","33","south"
"40","no","no","no","13-15years","white","no","21","0","2","30","south"
"40","no","no","no","13-15years","black","no","10","0","0","31.3","south"
"35","no","no","yes",">16years","black","yes","26","1","1","60","south"
"55","no","yes","yes","16years","white","no","23","0","0","43","south"
"40","no","yes","no","12years","black","no","16","0","1","22","south"
"0","no","no","no","9-11years","black","no","31.5","0","0","0","south"
"40","no","yes","yes","13-15years","black","no","20","0","1","1.5","south"
"40","no","yes","yes","13-15years","black","no","17","1","0","15.6","south"
"40","no","no","no","13-15years","black","no","21","0","1","17","south"
"45","yes","no","yes","12years","white","no","21","0","2","35","south"
"40","yes","no","yes","13-15years","white","no","31","0","0","22","south"
"0","yes","no","yes","13-15years","white","no","29","0","0","15","south"
"50","yes","no","yes","12years","white","no","12","0","0","18","south"
"40","yes","no","yes",">16years","white","no","10","1","0","28","south"
"40","no","yes","no",">16years","white","no","6","0","0","0","south"
"50","yes","no","yes","13-15years","white","no","9","0","0","0","south"
"0","yes","no","yes","13-15years","white","no","21","0","3","99.999","south"
"0","yes","no","yes","16years","white","no","15","1","2","52","south"
"40","yes","yes","yes","12years","white","yes","41","0","0","0","south"
"0","yes","no","yes","12years","white","no","7","1","0","45","south"
"40","no","yes","no","16years","white","no","4","0","0","28","south"
"39","no","yes","no","13-15years","white","no","29","0","1","8.4","south"
"40","yes","no","yes","12years","white","no","14","1","0","23","south"
"35","no","yes","no","9-11years","black","no","39.5","0","0","7","south"
"40","no","yes","no","13-15years","black","no","26","0","0","0.8","south"
"40","no","yes","no","12years","white","no","20","0","2","0","south"
"40","no","yes","yes","13-15years","white","no","8","0","0","20.5","south"
"32","no","no","no","16years","white","yes","4","0","0","11.95","south"
"45","no","yes","no","13-15years","white","yes","8","0","0","0","south"
"37","no","no","yes","12years","white","no","22","0","1","25","south"
"40","yes","no","yes","13-15years","white","no","23","0","2","75","south"
"45","no","yes","no","13-15years","white","no","17","0","1","32.433","south"
"40","no","yes","yes","12years","black","no","30","0","1","30","south"
"40","yes","yes","yes","12years","white","no","29","0","0","28","south"
"20","yes","no","yes","13-15years","white","no","21","0","2","87","south"
"32","no","no","no","12years","white","yes","40","0","0","0","south"
"40","no","no","no","13-15years","white","no","11","1","0","0.611","south"
"0","no","no","no","<9years","white","yes","41","0","0","0","south"
"0","no","no","no","12years","white","no","41","0","0","0","south"
"0","yes","no","yes","9-11years","white","no","39.5","0","0","15.337","south"
"50","no","yes","yes","16years","black","no","11","2","0","38","south"
"40","no","yes","yes","16years","white","no","8","1","0","77","south"
"50","no","yes","no","13-15years","white","no","10","2","0","31.726","south"
"0","no","no","no","12years","white","no","16","0","3","13","south"
"22","no","yes","no","12years","white","no","15","0","3","0.2","south"
"40","no","yes","yes","12years","white","no","15","0","2","32.057","south"
"40","no","yes","no","16years","white","no","9","0","0","11","south"
"40","no","yes","yes",">16years","white","no","34","0","0","22","south"
"40","yes","no","yes","12years","white","no","38","0","0","31.081","south"
"45","yes","yes","yes","16years","white","no","11","0","0","99.999","south"
"20","yes","no","yes","16years","white","no","19","0","0","99.999","south"
"40","yes","no","yes","12years","white","no","20","0","2","22","south"
"40","no","yes","no","13-15years","white","no","9","1","0","0","south"
"40","no","yes","no","13-15years","white","yes","4","0","1","19","south"
"0","no","no","yes","12years","white","no","4","2","0","35","south"
"40","yes","yes","yes","12years","white","no","34","0","0","35","south"
"50","yes","yes","yes","13-15years","white","no","24","0","0","99.999","south"
"50","yes","yes","yes","13-15years","white","no","16","0","0","20.4","south"
"45","yes","no","yes","13-15years","white","no","21","0","2","28","south"
"0","no","no","no","12years","white","no","13","1","0","0","south"
"40","no","yes","no","12years","white","no","13","0","1","0","south"
"40","yes","no","yes","12years","white","no","12","1","0","8.4","south"
"40","no","yes","no","12years","white","no","11","0","0","13.2","south"
"0","yes","no","yes","16years","black","no","31","0","0","29","south"
"40","yes","no","yes","12years","black","no","27","0","0","22.5","south"
"0","no","no","no","<9years","white","no","47","0","0","0","south"
"0","yes","no","yes","12years","white","no","47","0","0","0","south"
"30","no","yes","yes","13-15years","white","no","0","0","0","9","south"
"40","yes","no","yes","13-15years","white","no","13","0","1","24","south"
"20","no","yes","no","13-15years","white","no","1","0","0","16.5","south"
"0","yes","no","yes","12years","white","no","38","0","0","80","south"
"38","yes","yes","yes","16years","white","no","19","0","2","35","south"
"40","yes","no","yes",">16years","white","no","32","0","0","58.165","south"
"40","yes","no","yes","13-15years","white","no","28","0","1","23","south"
"40","no","no","no","12years","white","no","40","0","0","12","south"
"0","no","no","no","9-11years","white","no","4.5","2","0","10.88","south"
"0","yes","no","yes","9-11years","white","no","20.5","0","3","14.56","south"
"40","no","yes","yes","16years","white","no","21","0","0","68","south"
"38","no","yes","no","12years","white","no","43","0","0","43","south"
"35","no","no","no",">16years","black","no","2","0","0","20.2","south"
"10","yes","no","yes","12years","white","no","40","0","0","50","south"
"41","no","yes","no","12years","white","no","32","0","0","0","south"
"20","yes","no","yes","12years","white","no","32","0","0","72","south"
"40","no","yes","yes","16years","white","no","8","0","0","20","south"
"40","no","no","no","12years","white","no","21","0","1","22","south"
"35","yes","no","yes","12years","white","no","29","0","0","0","south"
"38","yes","yes","yes","13-15years","white","no","25","0","0","33","south"
"0","yes","no","yes","13-15years","white","no","35","0","0","0","south"
"0","yes","no","yes",">16years","white","no","37","0","0","0","south"
"16","yes","no","yes","12years","white","no","33","0","1","44","south"
"40","no","yes","no","13-15years","white","no","25","0","1","14.168","south"
"40","no","yes","yes","13-15years","white","no","28","0","0","51","south"
"0","yes","no","yes","13-15years","white","no","19","0","2","53","south"
"30","no","no","yes","13-15years","white","no","6","0","0","17.5","south"
"0","no","no","no",">16years","white","no","8","1","0","5.95","south"
"0","yes","no","yes","9-11years","white","no","31.5","0","1","69.6","south"
"40","no","yes","no","16years","white","no","30","0","0","33","south"
"60","yes","no","yes","16years","white","no","16","0","2","52","south"
"0","yes","no","yes",">16years","white","no","8","1","1","79.976","south"
"0","yes","no","yes",">16years","white","no","18","1","1","51","south"
"0","no","no","no","9-11years","black","no","36.5","0","1","0","south"
"40","yes","no","yes","16years","white","no","7","0","0","32","south"
"45","yes","yes","yes",">16years","white","no","31","0","0","52","south"
"45","yes","yes","yes","16years","white","no","25","0","0","83","south"
"40","yes","yes","yes","12years","white","no","10","0","0","22","south"
"15","no","no","yes","13-15years","white","no","6","1","1","24","south"
"0","yes","no","yes","12years","white","no","19","0","3","53.5","south"
"40","yes","yes","yes","12years","white","no","41","0","0","31.422","south"
"50","yes","yes","yes",">16years","black","no","30","0","1","0","south"
"45","yes","yes","yes","16years","black","no","19","0","2","52","south"
"0","no","no","no","12years","white","no","17","2","1","22","south"
"38","yes","yes","yes","13-15years","white","no","17","0","2","60","south"
"0","yes","no","yes",">16years","white","no","27","0","0","0","south"
"38","yes","yes","yes","13-15years","white","no","34","0","0","57","south"
"38","no","no","no","13-15years","white","no","40","0","0","47","south"
"0","yes","no","yes","12years","white","no","41","0","0","0","south"
"40","yes","yes","yes","12years","white","no","29","0","0","67.5","south"
"45","no","yes","yes","12years","white","no","28","0","0","0","south"
"16","no","no","no","12years","white","no","5","2","1","8","south"
"50","no","yes","no","16years","white","no","26","0","0","0","south"
"40","yes","yes","yes","16years","white","no","12","1","1","25","south"
"40","yes","no","yes","12years","white","no","18","0","1","32","south"
"40","no","yes","yes","12years","white","no","35","0","0","15.8","south"
"48","yes","yes","yes","16years","white","no","22","0","1","31","south"
"15","no","yes","no","16years","white","no","7","2","0","16","south"
"20","no","no","yes",">16years","white","no","20","0","0","35","south"
"40","yes","no","yes","13-15years","white","no","16","1","0","34","south"
"0","yes","no","yes",">16years","white","no","14","0","1","54","south"
"0","yes","no","yes","13-15years","white","no","25","0","1","0.8","south"
"45","no","yes","yes","13-15years","white","no","15","0","0","60","south"
"40","no","yes","yes","16years","white","no","18","0","1","32.392","south"
"40","no","yes","no","13-15years","white","no","26","0","1","40","south"
"40","no","yes","yes","16years","white","no","17","0","2","52","south"
"0","yes","no","yes","16years","white","no","15","2","0","69","south"
"40","no","yes","yes","13-15years","white","no","15","0","0","30.2","south"
"40","no","yes","yes","16years","white","no","16","0","0","15.622","south"
"65","no","yes","no","16years","black","no","10","0","1","33","south"
"40","yes","no","yes","12years","white","no","35","0","0","15","south"
"40","no","yes","yes","<9years","white","no","37","0","0","16.619","south"
"50","yes","yes","yes","16years","black","no","9","0","0","16","south"
"40","no","yes","yes","9-11years","white","yes","22.5","2","2","9.048","south"
"40","no","yes","yes","13-15years","white","yes","18","1","1","14.56","south"
"40","no","no","no","13-15years","white","no","12","0","0","12","south"
"40","no","yes","no","13-15years","white","no","18","0","1","0","south"
"0","yes","no","yes","12years","white","no","30","0","0","25","south"
"40","no","yes","no","12years","white","no","41","0","0","13.52","south"
"40","no","yes","yes","12years","white","no","35","0","0","9.2","south"
"50","yes","yes","yes",">16years","white","no","24","0","1","69.446","south"
"40","no","yes","no","13-15years","white","no","36","0","0","0","south"
